"job_id";"sequence_number";"sequence_identifier";"full_name";"sequence_score";"bp_score";"cutoff_head";"cutoff_tail";"identity";"quality";"startpos";"stoppos";"ecolipos";"bps";"gene_bps";"turn";"lca_tax_embl_ebi_ena";"lca_tax_gtdb";"lca_tax_ltp";"lca_tax_rdp";"lca_tax_slv"
"1328919";"36";"1108745";"seq_675";"0.968126";"13";"0";"0";"96.7742";"96";"13877";"16304";"539";"93";"0";"none";"Bacteria;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;";"Bacteria;Firmicutes;Clostridia;Clostridiales;";"Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;[Eubacterium] nodatum group;"
"1328919";"37";"110944";"seq_61";"0";"14";"0";"0";"100";"100";"13877";"16299";"539";"93";"0";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;";"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;"
"1328919";"38";"1113318";"seq_1097";"0";"12";"0";"0";"100";"100";"13877";"16299";"539";"93";"0";"none";"Bacteria;";"Unclassified;";"Unclassified;";"Bacteria;""Proteobacteria"";Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Arcobacter;";"Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Arcobacteraceae;Arcobacter;"
"1328919";"39";"1115121";"seq_1016";"0.971443";"12";"0";"0";"89.2473";"97";"13877";"16304";"539";"93";"0";"none";"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;unclassified Porphyromonadaceae;";"Unclassified;";"Unclassified;";"Bacteria;""Bacteroidetes"";""Bacteroidia"";""Bacteroidales"";""Porphyromonadaceae"";unclassified_""Porphyromonadaceae"";";"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;"
"1328919";"40";"1121926";"seq_339";"0.984493";"13";"0";"0";"98.9247";"98";"13877";"16299";"539";"93";"0";"none";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Unclassified Clostridiales;Howardella;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Howardella;";"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Howardella;"
"1328919";"41";"1125235";"seq_355";"0";"14";"0";"0";"100";"100";"13877";"16299";"539";"93";"0";"none";"Bacteria;";"Unclassified;";"Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Demequinaceae;Demequina;";"Bacteria;""Actinobacteria"";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;";"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;"
"1328919";"42";"1130846";"seq_956";"0";"13";"0";"0";"100";"100";"13877";"16299";"539";"93";"0";"none";"Bacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Agromyces;";"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Agromyces;s__Agromyces italicus;";"Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Agromyces;";"Bacteria;""Actinobacteria"";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Microbacteriaceae;Agromyces;";"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Agromyces;"
"1328919";"43";"113397";"seq_561";"0.991471";"14";"0";"0";"88.172";"99";"13877";"16299";"539";"93";"0";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Catabacteriaceae;Catabacter;";"Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;"
"1328919";"44";"1134896";"seq_390";"0";"13";"0";"0";"100";"100";"13877";"16299";"539";"93";"0";"none";"Bacteria;";"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Brevibacteriaceae;g__Brevibacterium;s__Brevibacterium ravenspurgense;";"Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Brevibacteriaceae;Brevibacterium;";"Bacteria;""Actinobacteria"";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Brevibacteriaceae;Brevibacterium;";"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Brevibacteriaceae;Brevibacterium;"
"1328919";"45";"1141071";"seq_920";"0";"14";"0";"0";"100";"100";"13877";"16299";"539";"93";"0";"none";"Bacteria;";"Unclassified;";"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Paenochrobactrum;";"Bacteria;""Proteobacteria"";Alphaproteobacteria;Rhizobiales;Brucellaceae;";"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;"
"1328919";"46";"1142029";"seq_26";"0";"13";"0";"0";"100";"100";"13877";"16299";"539";"93";"0";"none";"Unclassified;";"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium breve;";"Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;";"Bacteria;""Actinobacteria"";Actinobacteria;Actinobacteridae;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;";"Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;"
"1328919";"47";"1144153";"seq_930";"0";"14";"0";"0";"100";"100";"13877";"16299";"539";"93";"0";"none";"Bacteria;Firmicutes;Bacilli;";"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus acidophilus;";"Unclassified;";"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;";"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;"
"1328919";"48";"1148151";"seq_583";"0";"12";"0";"0";"100";"100";"13877";"16299";"539";"93";"0";"none";"Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;";"d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;";"Unclassified;";"Bacteria;""Proteobacteria"";Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;";"Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;"
"1328919";"49";"121873";"seq_496";"0.969947";"13";"0";"0";"94.6237";"96";"13877";"16299";"539";"93";"0";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;";"Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae;uncultured;"
"1328919";"50";"12294";"seq_353";"0";"14";"0";"0";"100";"100";"13877";"16299";"539";"93";"0";"none";"Bacteria;";"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Root1293;s__Root1293 sp001425325;";"Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Zimmermannella;";"Bacteria;""Actinobacteria"";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Microbacteriaceae;";"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;"
"1328919";"51";"12562";"seq_557";"0";"12";"0";"0";"100";"100";"13877";"16299";"539";"93";"0";"none";"Bacteria;";"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Gleimia;s__Gleimia europaea_A;";"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycineae;Actinomycetaceae;Actinomyces;";"Bacteria;""Actinobacteria"";Actinobacteria;Actinobacteridae;Actinomycetales;";"Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;"
"1328919";"52";"125624";"seq_54";"0.968802";"12";"0";"0";"96.7742";"96";"13877";"16299";"539";"93";"0";"none";"Bacteria;environmental samples;";"d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-56;s__CAG-56 sp900066615;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;";"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;"
"1328919";"53";"12564";"seq_610";"0";"11";"0";"0";"100";"100";"13877";"16304";"539";"93";"0";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1328919";"54";"12574";"seq_273";"0";"12";"0";"0";"100";"100";"13877";"16299";"539";"93";"0";"none";"Bacteria;";"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia odontolyticus_C;";"Unclassified;";"Bacteria;""Actinobacteria"";Actinobacteria;Actinobacteridae;Actinomycetales;Actinomycineae;Actinomycetaceae;Actinomyces;";"Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;"
"1328919";"55";"127870";"seq_672";"0";"15";"0";"0";"100";"100";"13877";"16299";"539";"93";"0";"none";"Bacteria;";"Unclassified;";"Unclassified;";"Bacteria;""Proteobacteria"";Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;";"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;"
"1328919";"56";"128382";"seq_400";"0.968603";"15";"0";"0";"96.8421";"96";"13877";"16306";"539";"93";"0";"none";"Bacteria;";"Unclassified;";"Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Negativicoccus;";"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Negativicoccus;";"Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Negativicoccus;"
"1328919";"57";"130040";"seq_932";"0.966162";"15";"0";"0";"90.3226";"96";"13877";"16299";"539";"93";"0";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Tumebacillus;";"Bacteria;Firmicutes;Bacilli;Alicyclobacillales;Alicyclobacillaceae;Tumebacillus;"
"1328919";"58";"130763";"seq_487";"0.978562";"13";"0";"0";"96.7742";"97";"13877";"16299";"539";"93";"0";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified_Lachnospiraceae;";"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;"
"1328919";"59";"131702";"seq_759";"0";"13";"0";"0";"100";"100";"13877";"16299";"539";"93";"0";"none";"Bacteria;";"Unclassified;";"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;";"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;";"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;"
"1328919";"60";"134265";"seq_479";"0.984463";"12";"0";"0";"98.9247";"98";"13877";"16299";"539";"93";"0";"none";"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella bivia;";"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;";"Bacteria;""Bacteroidetes"";""Bacteroidia"";""Bacteroidales"";""Prevotellaceae"";Prevotella;";"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;"
